PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Checking Account,M,29,Single,Sales
Money Market Account,M,25,Married,Other
Money Market Account,M,25,Married,Other
Personal Loan,M,25,Married,Other
Personal Loan,M,25,Married,Other
Money Market Account,F,31,Married,Other
Money Market Account,F,31,Married,Other
Money Market Account,F,31,Married,Other
Credit Card,M,57,Married,Trades
Money Market Account,M,33,Married,Other
Money Market Account,F,41,Married,Other
Money Market Account,F,41,Married,Other
Credit Card,M,49,Married,Professional
Checking Account,F,26,Single,Other
Personal Loan,M,36,Married,Sales
Checking Account,M,36,Married,Sales
Money Market Account,M,28,Single,Sales
Money Market Account,M,28,Single,Sales
Money Market Account,F,23,Married,Other
Money Market Account,F,23,Married,Other
Money Market Account,F,23,Married,Other
Money Market Account,F,23,Married,Other
Checking Account,F,26,Single,Other
Checking Account,F,52,Married,Other
Checking Account,F,52,Married,Other
Personal Loan,F,28,Married,Other
Checking Account,F,49,Married,Other
Citigold,F,49,Married,Other
Personal Loan,M,41,Single,Other
Money Market Account,M,41,Single,Other
Money Market Account,M,32,Married,Other
Money Market Account,M,32,Married,Other
Checking Account,F,22,Single,Retail
Money Market Account,F,32,Married,Executive
Money Market Account,F,32,Married,Executive
Citigold,F,32,Married,Executive
Credit Card,M,51,Married,Professional
Personal Loan,F,26,Single,Other
Personal Loan,F,26,Single,Other
Money Market Account,F,42,Married,Other
Money Market Account,F,42,Married,Other
Money Market Account,F,42,Married,Other
Money Market Account,F,42,Married,Other
Money Market Account,F,34,Married,Other
Money Market Account,M,26,Married,Other
Checking Account,F,37,Married,Professional
Checking Account,F,41,Married,Retired
Checking Account,F,53,Married,Retail
Checking Account,M,44,Married,Professional
Money Market Account,M,35,Single,Other
Checking Account,M,35,Single,Other
Personal Loan,M,28,Single,Other
Checking Account,M,28,Single,Other
Money Market Account,F,54,Unspecified,Sales
Money Market Account,F,54,Unspecified,Sales
Personal Loan,F,54,Unspecified,Sales
Checking Account,F,51,Married,Retired
Checking Account,M,31,Unspecified,Professional
Checking Account,F,29,Single,Other
Credit Card,M,51,Married,Retired
Credit Card,M,51,Married,Retired
Money Market Account,M,26,Single,Trades
Money Market Account,M,26,Single,Trades
Money Market Account,M,34,Married,Sales
Money Market Account,M,34,Married,Sales
Money Market Account,F,38,Married,Other
Checking Account,F,38,Married,Other
Money Market Account,F,37,Married,Other
Checking Account,F,23,Single,Student
Money Market Account,F,46,Married,Executive
Money Market Account,F,46,Married,Executive
Money Market Account,F,46,Married,Executive
Checking Account,F,42,Married,Professional
Checking Account,F,44,Married,Professional
Checking Account,F,19,Single,Other
Citigold,F,19,Single,Student
Checking Account,F,19,Single,Student
Money Market Account,M,39,Married,Sales
Money Market Account,M,26,Married,Executive
Money Market Account,M,35,Married,Sales
Checking Account,F,46,Married,Other
Personal Loan,M,27,Single,Professional
Checking Account,M,27,Single,Professional
Checking Account,F,22,Single,Other
Money Market Account,M,38,Married,Other
Money Market Account,M,27,Married,Sales
Personal Loan,M,27,Married,Sales
Personal Loan,M,27,Married,Sales
Personal Loan,M,27,Married,Sales
Personal Loan,M,27,Married,Sales
Credit Card,F,36,Married,Other
Credit Card,F,36,Married,Other
Checking Account,F,28,Single,Other
Personal Loan,F,20,Single,Other
Credit Card,M,41,Married,Other
Checking Account,M,41,Married,Other
Money Market Account,M,36,Married,Sales
Money Market Account,M,28,Single,Professional
Money Market Account,M,28,Single,Professional
Money Market Account,F,43,Married,Other
Checking Account,M,39,Married,Other
Personal Loan,M,31,Single,Trades
Money Market Account,M,20,Single,Professional
Money Market Account,F,48,Married,Other
Money Market Account,M,26,Single,Other
Money Market Account,M,26,Single,Other
Money Market Account,M,31,Married,Sales
Citigold,M,31,Married,Sales
Personal Loan,F,23,Single,Student
Citigold,F,23,Single,Student
Checking Account,F,28,Single,Student
Checking Account,M,19,Single,Other
Credit Card,M,58,Married,Other
Credit Card,M,58,Married,Other
Credit Card,M,58,Married,Other
Checking Account,F,47,Married,Executive
Checking Account,M,38,Married,Professional
Checking Account,F,28,Single,Other
Money Market Account,F,28,Single,Other
Money Market Account,M,33,Married,Sales
Money Market Account,M,33,Married,Sales
Money Market Account,M,33,Married,Sales
Checking Account,F,20,Single,Professional
Checking Account,F,21,Single,Sales
Personal Loan,M,20,Single,Trades
Money Market Account,M,42,Married,Sales
Checking Account,M,42,Married,Sales
Credit Card,M,46,Married,Other
Credit Card,F,51,Married,Other
Credit Card,F,51,Married,Other
Credit Card,F,51,Married,Other
Credit Card,F,51,Married,Other
Personal Loan,F,25,Single,Professional
Money Market Account,F,48,Married,Other
Money Market Account,M,31,Single,Other
Checking Account,F,33,Married,Other
Checking Account,F,29,Single,Student
Personal Loan,M,42,Single,Executive
Money Market Account,M,42,Single,Executive
Money Market Account,M,42,Single,Executive
Money Market Account,M,42,Single,Executive
Checking Account,F,32,Married,Professional
Checking Account,M,38,Married,Other
Money Market Account,F,36,Single,Professional
Checking Account,F,36,Single,Professional
Money Market Account,F,32,Married,Other
Money Market Account,M,22,Single,Trades
Money Market Account,M,22,Single,Trades
Money Market Account,M,38,Married,Other
Checking Account,M,38,Unspecified,Trades
Checking Account,F,26,Single,Professional
Checking Account,F,64,Married,Other
Citigold,F,64,Married,Other
Money Market Account,M,28,Single,Sales
Personal Loan,F,26,Single,Professional
Checking Account,F,27,Single,Professional
Citigold,F,28,Married,Other
Personal Loan,M,35,Single,Other
Personal Loan,M,35,Single,Other
Money Market Account,M,32,Married,Sales
Checking Account,F,41,Married,Executive
Personal Loan,M,27,Single,Other
Personal Loan,M,27,Single,Other
Money Market Account,F,39,Married,Other
Money Market Account,F,39,Married,Other
Money Market Account,F,39,Married,Other
Checking Account,M,37,Married,Sales
Money Market Account,M,27,Single,Other
Money Market Account,M,27,Single,Other
Money Market Account,M,27,Single,Other
Money Market Account,M,23,Single,Professional
Money Market Account,M,23,Single,Professional
Money Market Account,F,42,Married,Other
Money Market Account,F,42,Married,Other
Money Market Account,F,42,Married,Other
Money Market Account,F,42,Married,Other
Checking Account,F,25,Single,Other
Checking Account,F,20,Single,Retail
Checking Account,M,39,Unspecified,Trades
Money Market Account,M,25,Married,Executive
Personal Loan,M,43,Single,Sales
Money Market Account,F,26,Married,Other
Credit Card,M,46,Married,Other
Checking Account,F,34,Married,Other
Checking Account,F,26,Married,Executive
Credit Card,F,56,Married,Other
Credit Card,F,56,Married,Other
Checking Account,M,23,Single,Student
Checking Account,F,25,Single,Other
Money Market Account,M,21,Single,Trades
Personal Loan,F,24,Single,Other
Checking Account,F,24,Single,Other
Citigold,F,61,Married,Other
Checking Account,F,37,Married,Executive
Personal Loan,M,31,Single,Other
Personal Loan,M,31,Single,Other
Money Market Account,F,44,Married,Executive
Money Market Account,M,23,Single,Sales
Personal Loan,M,19,Single,Student
Checking Account,M,19,Single,Student
Personal Loan,M,19,Single,Student
Money Market Account,M,37,Married,Trades
Money Market Account,M,29,Single,Other
Money Market Account,M,32,Single,Other
Money Market Account,M,32,Single,Other
Money Market Account,F,36,Married,Retail
Money Market Account,F,36,Married,Retail
Money Market Account,M,33,Married,Other
Checking Account,M,25,Married,Other
Money Market Account,F,22,Single,Hospitality
Money Market Account,F,30,Married,Executive
Money Market Account,F,30,Married,Executive
Money Market Account,F,30,Married,Executive
Money Market Account,F,30,Married,Executive
Checking Account,F,42,Unspecified,Hospitality
Checking Account,F,42,Unspecified,Hospitality
Personal Loan,F,22,Single,Student
Personal Loan,F,22,Single,Student
Money Market Account,M,22,Single,Sales
Money Market Account,M,22,Single,Sales
Money Market Account,M,37,Married,Other
Money Market Account,M,37,Married,Other
Money Market Account,M,37,Married,Other
Money Market Account,M,23,Single,Trades
Money Market Account,M,27,Single,Student
Money Market Account,M,27,Single,Student
Checking Account,M,20,Single,Student
Money Market Account,M,39,Married,Executive
Checking Account,F,39,Married,Sales
Checking Account,F,43,Married,Professional
Checking Account,M,25,Single,Other
Money Market Account,F,36,Married,Executive
Money Market Account,M,44,Married,Executive
Checking Account,F,39,Married,Executive
Checking Account,M,38,Unspecified,Trades
Money Market Account,M,19,Single,Trades
Money Market Account,M,19,Single,Trades
Money Market Account,M,47,Married,Other
Personal Loan,F,20,Unspecified,Other
Checking Account,M,45,Married,Other
Money Market Account,M,43,Married,Executive
Money Market Account,M,25,Married,Executive
Money Market Account,M,25,Married,Executive
Credit Card,M,43,Married,Professional
Credit Card,M,43,Married,Professional
Checking Account,M,43,Married,Professional
Checking Account,F,31,Married,Executive
Checking Account,F,58,Married,Other
Money Market Account,M,23,Single,Trades
Money Market Account,M,23,Single,Trades
Money Market Account,M,25,Married,Other
Personal Loan,F,36,Married,Other
Checking Account,F,36,Married,Other
Personal Loan,F,28,Single,Student
Personal Loan,F,28,Single,Student
Personal Loan,F,28,Single,Student
Money Market Account,M,25,Single,Sales
Money Market Account,M,25,Single,Sales
Checking Account,M,28,Married,Executive
Citigold,M,28,Married,Executive
Personal Loan,M,28,Married,Executive
Money Market Account,M,28,Married,Executive
Money Market Account,M,28,Married,Executive
Money Market Account,M,23,Single,Trades
Money Market Account,M,23,Single,Trades
Personal Loan,M,26,Single,Professional
Personal Loan,M,26,Single,Professional
Checking Account,F,53,Unspecified,Hospitality
Citigold,F,53,Unspecified,Hospitality
Money Market Account,F,24,Single,Other
Credit Card,F,41,Married,Other
Money Market Account,F,43,Unspecified,Hospitality
Money Market Account,M,34,Married,Other
Money Market Account,M,34,Married,Other
Money Market Account,F,34,Married,Other
Personal Loan,F,34,Married,Other
Checking Account,F,28,Single,Sales
Checking Account,F,25,Single,Student
Personal Loan,F,28,Married,Professional
Money Market Account,F,30,Unspecified,Other
Money Market Account,F,30,Unspecified,Other
Money Market Account,F,28,Single,Other
Money Market Account,M,29,Married,Other
Money Market Account,M,29,Married,Other
Checking Account,F,27,Single,Retail
Checking Account,F,47,Married,Other
Money Market Account,F,47,Married,Other
Personal Loan,M,33,Single,Professional
Money Market Account,M,33,Single,Professional
Checking Account,F,32,Single,Professional
Money Market Account,M,33,Married,Sales
Money Market Account,M,33,Married,Sales
Money Market Account,M,33,Married,Sales
Citigold,M,33,Married,Sales
Checking Account,F,25,Single,Other
Money Market Account,M,43,Married,Trades
Money Market Account,M,25,Single,Sales
Money Market Account,M,25,Single,Sales
Money Market Account,M,36,Single,Other
Credit Card,M,36,Single,Other
Checking Account,F,28,Single,Retail
Money Market Account,M,31,Single,Professional
Personal Loan,M,34,Single,Professional
Checking Account,M,34,Single,Professional
Checking Account,F,24,Single,Other
Money Market Account,F,42,Married,Other
Credit Card,F,50,Married,Other
Credit Card,F,50,Married,Other
Credit Card,F,50,Married,Other
Money Market Account,F,45,Married,Hospitality
Personal Loan,M,30,Single,Trades
Money Market Account,M,19,Single,Sales
Checking Account,F,28,Single,Sales
Checking Account,F,22,Single,Professional
Money Market Account,F,29,Single,Other
Personal Loan,F,29,Single,Other
Personal Loan,F,29,Single,Other
Credit Card,F,38,Unspecified,Hospitality
Credit Card,F,38,Unspecified,Hospitality
Checking Account,F,34,Single,Other
Checking Account,M,39,Married,Other
Money Market Account,F,31,Married,Other
Citigold,F,31,Married,Other
Personal Loan,M,36,Single,Other
Personal Loan,M,36,Single,Other
Checking Account,F,52,Married,Retired
Checking Account,F,27,Single,Professional
Checking Account,M,19,Single,Student
Credit Card,F,53,Married,Other
Money Market Account,M,39,Married,Sales
Checking Account,F,27,Single,Professional
Checking Account,F,21,Single,Other
Checking Account,M,19,Single,Professional
Money Market Account,F,32,Married,Other
Checking Account,F,40,Married,Sales
Money Market Account,M,31,Married,Trades
Citigold,M,31,Married,Trades
Credit Card,M,55,Married,Professional
Money Market Account,F,48,Married,Executive
Checking Account,F,54,Married,Retired
Citigold,F,54,Married,Retired
Money Market Account,M,28,Single,Sales
Money Market Account,M,28,Single,Sales
Money Market Account,M,25,Single,Trades
Personal Loan,M,25,Married,Professional
Checking Account,M,25,Married,Professional
Citigold,M,22,Single,Student
Money Market Account,F,39,Married,Other
Checking Account,F,18,Single,Student
Checking Account,F,37,Single,Other
Checking Account,F,19,Single,Professional
Money Market Account,M,43,Married,Professional
Checking Account,F,39,Single,Other
Money Market Account,M,21,Single,Other
Money Market Account,M,21,Single,Other
