ID,TRANS_TYPE,GENDER,AGE,MARITAL_STATUS,PROFESSION
50607,Not Fraud,M,29,Single,Trades
50608,Not Fraud,M,24,Single,Student
50609,Not Fraud,M,24,Single,Student
50610,Not Fraud,F,35,Single,Professional
50611,Not Fraud,F,40,Married,Executive
50612,Not Fraud,M,33,Married,Other
50613,Not Fraud,F,36,Married,Other
50614,Not Fraud,F,36,Married,Other
50615,Not Fraud,F,22,Single,Professional
50616,Not Fraud,M,26,Single,Trades
50617,Not Fraud,M,26,Single,Trades
50618,Not Fraud,M,37,Married,Executive
50619,Not Fraud,M,37,Married,Executive
50620,Not Fraud,M,37,Married,Executive
50621,Not Fraud,M,25,Single,Student
50622,Not Fraud,F,29,Single,Other
50623,Refer to Agent,F,31,Married,Other
50624,Refer to Agent,F,31,Married,Other
50625,Refer to Agent,F,31,Married,Other
50626,Not Fraud,F,26,Single,Other
50627,Not Fraud,M,40,Single,Sales
50628,Not Fraud,F,36,Married,Sales
50629,Not Fraud,F,42,Married,Other
50630,Not Fraud,M,32,Married,Other
50631,Not Fraud,F,38,Married,Other
50632,Not Fraud,F,38,Married,Other
50633,Not Fraud,M,39,Unspecified,Trades
50634,Not Fraud,M,39,Unspecified,Trades
50635,Not Fraud,M,39,Unspecified,Trades
50636,Not Fraud,M,39,Unspecified,Trades
50637,Not Fraud,M,36,Married,Sales
50638,Not Fraud,F,34,Single,Professional
50639,Not Fraud,M,25,Single,Sales
50640,Not Fraud,M,25,Single,Sales
50641,Not Fraud,M,25,Single,Sales
50642,Not Fraud,M,25,Single,Sales
50643,Not Fraud,M,25,Single,Sales
50644,Not Fraud,M,31,Single,Professional
50645,Not Fraud,M,20,Single,Sales
50646,Not Fraud,F,26,Single,Other
50647,Not Fraud,F,26,Single,Other
50648,Not Fraud,F,36,Married,Other
50649,Not Fraud,F,36,Married,Other
50650,Not Fraud,F,36,Married,Other
50651,Not Fraud,F,36,Married,Other
50652,Not Fraud,F,19,Single,Other
50653,Not Fraud,M,21,Single,Professional
50654,Not Fraud,M,21,Single,Professional
50655,Not Fraud,M,21,Single,Professional
50656,Not Fraud,M,25,Single,Other
50657,Not Fraud,F,46,Married,Other
50658,Not Fraud,F,46,Married,Other
50659,Refer to Agent,F,46,Married,Other
50660,Not Fraud,M,24,Single,Other
50661,Not Fraud,M,24,Single,Other
50662,Not Fraud,M,24,Single,Other
50663,Not Fraud,M,24,Single,Other
50664,Not Fraud,M,24,Single,Other
50665,Not Fraud,F,32,Married,Executive
50666,Not Fraud,M,23,Single,Student
50667,Not Fraud,M,23,Single,Student
50668,Not Fraud,M,23,Single,Student
50669,Not Fraud,M,23,Single,Student
50670,Fraud,M,23,Single,Student
50671,Not Fraud,M,35,Married,Sales
50672,Refer to Agent,F,33,Married,Other
50673,Refer to Agent,F,33,Married,Other
50674,Refer to Agent,F,33,Married,Other
50675,Not Fraud,M,21,Single,Trades
50676,Not Fraud,M,21,Single,Trades
50677,Not Fraud,F,36,Married,Executive
50678,Not Fraud,F,36,Married,Executive
50679,Not Fraud,F,26,Single,Professional
50680,Not Fraud,M,35,Married,Sales
50681,Not Fraud,M,23,Single,Professional
50682,Not Fraud,M,23,Single,Professional
50683,Refer to Agent,M,48,Unspecified,Other
50684,Refer to Agent,M,48,Unspecified,Other
50685,Refer to Agent,M,48,Unspecified,Other
50686,Not Fraud,F,31,Single,Other
50687,Not Fraud,F,35,Single,Other
50688,Not Fraud,M,27,Single,Sales
50689,Not Fraud,M,17,Single,Student
50690,Fraud,F,46,Married,Other
50691,Refer to Agent,M,47,Married,Professional
50692,Not Fraud,F,29,Single,Student
50693,Not Fraud,F,40,Married,Professional
50694,Not Fraud,F,50,Unspecified,Hospitality
50695,Fraud,F,50,Unspecified,Hospitality
50696,Not Fraud,M,44,Married,Other
50697,Not Fraud,M,44,Married,Other
50698,Not Fraud,M,44,Married,Other
50699,Not Fraud,M,33,Unspecified,Professional
50700,Not Fraud,M,37,Married,Other
50701,Not Fraud,M,37,Married,Other
50702,Not Fraud,M,42,Married,Executive
50703,Not Fraud,M,42,Married,Executive
50704,Not Fraud,F,39,Married,Other
50705,Fraud,F,39,Married,Other
50706,Not Fraud,M,45,Married,Other
50707,Not Fraud,M,29,Single,Trades
50708,Not Fraud,M,29,Single,Trades
50709,Not Fraud,M,24,Single,Other
50710,Not Fraud,M,24,Single,Other
50711,Not Fraud,F,22,Married,Retail
50712,Not Fraud,F,22,Married,Retail
50713,Not Fraud,F,27,Married,Executive
50714,Not Fraud,F,27,Married,Executive
50715,Not Fraud,F,28,Single,Student
50716,Not Fraud,M,30,Single,Professional
50717,Not Fraud,M,37,Married,Trades
50718,Not Fraud,M,29,Single,Professional
50719,Not Fraud,M,29,Single,Professional
50720,Not Fraud,F,21,Single,Student
50721,Refer to Agent,F,35,Married,Other
50722,Refer to Agent,F,35,Married,Other
50723,Refer to Agent,F,35,Married,Other
50724,Refer to Agent,F,35,Married,Other
50725,Refer to Agent,F,35,Married,Other
50726,Not Fraud,F,26,Married,Other
50727,Not Fraud,F,26,Married,Other
50728,Not Fraud,F,26,Married,Other
50729,Not Fraud,F,26,Married,Other
50730,Refer to Agent,F,30,Married,Hospitality
50731,Not Fraud,M,22,Single,Student
50732,Not Fraud,M,40,Married,Sales
50733,Not Fraud,F,32,Married,Hospitality
50734,Not Fraud,F,32,Married,Hospitality
50735,Not Fraud,M,25,Single,Sales
50736,Not Fraud,M,25,Single,Sales
50737,Not Fraud,M,20,Single,Student
50738,Not Fraud,M,35,Married,Sales
50739,Not Fraud,M,21,Single,Other
50740,Not Fraud,F,48,Married,Hospitality
50741,Not Fraud,F,48,Married,Hospitality
50742,Not Fraud,F,48,Married,Hospitality
50743,Not Fraud,M,32,Married,Sales
50744,Not Fraud,M,32,Married,Sales
50745,Not Fraud,M,32,Married,Sales
50746,Not Fraud,M,32,Married,Sales
50747,Not Fraud,M,32,Married,Sales
50748,Not Fraud,F,19,Single,Other
50749,Not Fraud,F,36,Unspecified,Sales
50750,Not Fraud,M,33,Married,Trades
50751,Not Fraud,M,21,Single,Student
50752,Not Fraud,F,31,Single,Retail
50753,Not Fraud,F,51,Married,Retired
50754,Fraud,F,51,Married,Retired
50755,Not Fraud,F,55,Married,Other
50756,Not Fraud,M,27,Married,Other
50757,Not Fraud,F,42,Married,Sales
50758,Fraud,F,41,Married,Other
50759,Refer to Agent,F,45,Married,Other
50760,Refer to Agent,F,45,Married,Other
50761,Refer to Agent,F,45,Married,Other
50762,Refer to Agent,F,45,Married,Other
50763,Refer to Agent,F,36,Married,Other
50764,Refer to Agent,F,36,Married,Other
50765,Not Fraud,F,35,Unspecified,Hospitality
50766,Not Fraud,M,26,Single,Professional
50767,Not Fraud,M,26,Single,Professional
50768,Refer to Agent,F,22,Single,Other
50769,Fraud,F,22,Single,Other
50770,Not Fraud,M,21,Single,Student
50771,Not Fraud,M,21,Single,Sales
50772,Not Fraud,M,21,Single,Sales
50773,Not Fraud,F,35,Married,Other
50774,Not Fraud,F,35,Married,Other
50775,Fraud,F,35,Married,Other
50776,Refer to Agent,M,44,Married,Professional
50777,Not Fraud,M,44,Married,Professional
50778,Refer to Agent,F,40,Married,Other
50779,Refer to Agent,F,40,Married,Other
50780,Not Fraud,M,29,Single,Other
50781,Not Fraud,M,29,Single,Other
50782,Not Fraud,F,42,Married,Other
50783,Not Fraud,M,22,Single,Sales
50784,Not Fraud,M,22,Single,Sales
50785,Not Fraud,M,22,Single,Sales
50786,Not Fraud,M,37,Married,Professional
50787,Not Fraud,M,34,Married,Other
50788,Not Fraud,M,31,Married,Other
50789,Not Fraud,M,23,Single,Other
50790,Not Fraud,F,30,Married,Professional
50791,Not Fraud,M,22,Single,Trades
50792,Not Fraud,M,22,Single,Trades
50793,Not Fraud,F,67,Married,Other
50794,Not Fraud,M,34,Married,Sales
50795,Not Fraud,M,34,Married,Sales
50796,Not Fraud,F,29,Single,Other
50797,Not Fraud,M,19,Single,Professional
50798,Not Fraud,M,19,Single,Executive
50799,Not Fraud,F,26,Single,Other
50800,Not Fraud,F,30,Married,Hospitality
50801,Not Fraud,F,43,Married,Executive
50802,Not Fraud,F,43,Married,Executive
50803,Not Fraud,F,40,Unspecified,Hospitality
50804,Not Fraud,M,34,Married,Sales
50805,Not Fraud,F,23,Single,Student
50806,Not Fraud,M,19,Single,Trades
50807,Not Fraud,F,45,Married,Hospitality
50808,Fraud,F,45,Married,Hospitality
50809,Not Fraud,F,23,Single,Other
50810,Not Fraud,M,27,Single,Professional
50811,Not Fraud,M,27,Single,Professional
50812,Not Fraud,M,42,Married,Sales
50813,Not Fraud,M,28,Married,Other
50814,Not Fraud,M,25,Married,Other
50815,Not Fraud,M,25,Married,Other
50816,Not Fraud,F,32,Married,Executive
50817,Not Fraud,F,32,Married,Executive
50818,Not Fraud,M,20,Single,Other
50819,Not Fraud,M,20,Single,Other
50820,Not Fraud,F,23,Single,Other
50821,Not Fraud,F,24,Single,Professional
50822,Not Fraud,F,44,Married,Executive
50823,Not Fraud,F,57,Married,Other
50824,Not Fraud,M,32,Married,Sales
50825,Not Fraud,F,38,Married,Professional
50826,Not Fraud,F,38,Married,Professional
50827,Not Fraud,F,38,Married,Professional
50828,Not Fraud,M,36,Married,Sales
50829,Not Fraud,F,25,Married,Retail
50830,Not Fraud,F,25,Married,Retail
50831,Not Fraud,M,36,Single,Professional
50832,Not Fraud,M,36,Single,Professional
50833,Not Fraud,M,36,Single,Professional
50834,Not Fraud,M,36,Single,Professional
50835,Not Fraud,F,27,Single,Retail
50836,Not Fraud,M,32,Married,Trades
50837,Not Fraud,F,28,Single,Other
50838,Not Fraud,M,31,Married,Trades
50839,Not Fraud,M,39,Single,Professional
50840,Not Fraud,M,39,Single,Professional
50841,Not Fraud,M,45,Married,Other
50842,Refer to Agent,M,55,Married,Other
50843,Not Fraud,M,27,Single,Other
50844,Not Fraud,M,27,Single,Other
50845,Not Fraud,F,22,Single,Other
50846,Not Fraud,F,22,Single,Other
50847,Refer to Agent,M,47,Married,Other
50848,Not Fraud,F,25,Single,Professional
50849,Not Fraud,M,24,Single,Retail
50850,Not Fraud,M,24,Single,Retail
50851,Not Fraud,M,24,Single,Retail
50852,Not Fraud,F,32,Married,Other
50853,Not Fraud,F,32,Married,Other
50854,Not Fraud,F,32,Married,Other
50855,Fraud,F,32,Married,Other
50856,Not Fraud,F,32,Single,Professional
50857,Not Fraud,F,26,Single,Other
50858,Not Fraud,F,26,Single,Other
50859,Not Fraud,M,23,Single,Trades
50860,Not Fraud,M,23,Single,Trades
50861,Not Fraud,M,36,Married,Sales
50862,Not Fraud,M,44,Married,Other
50863,Not Fraud,M,20,Single,Other
50864,Not Fraud,M,20,Single,Other
50865,Not Fraud,M,20,Single,Other
50866,Not Fraud,M,20,Single,Other
50867,Not Fraud,M,20,Single,Other
50868,Not Fraud,F,28,Single,Other
50869,Not Fraud,M,21,Single,Sales
50870,Not Fraud,M,28,Single,Sales
50871,Not Fraud,M,28,Single,Sales
50872,Not Fraud,M,28,Single,Sales
50873,Not Fraud,F,37,Single,Professional
50874,Not Fraud,F,33,Single,Professional
50875,Not Fraud,M,35,Married,Other
50876,Not Fraud,M,35,Married,Other
50877,Not Fraud,F,37,Married,Retail
50878,Fraud,F,37,Married,Retail
50879,Not Fraud,M,34,Single,Other
50880,Not Fraud,M,34,Single,Other
50881,Not Fraud,M,46,Married,Professional
50882,Not Fraud,F,25,Single,Student
50883,Not Fraud,M,39,Married,Executive
50884,Not Fraud,M,39,Married,Executive
50885,Not Fraud,F,34,Married,Executive
50886,Not Fraud,F,48,Married,Executive
50887,Not Fraud,F,32,Married,Other
50888,Not Fraud,M,19,Single,Professional
50889,Not Fraud,F,39,Married,Other
50890,Not Fraud,M,24,Single,Sales
50891,Not Fraud,M,24,Single,Sales
50892,Not Fraud,M,28,Single,Other
50893,Not Fraud,M,28,Single,Other
50894,Not Fraud,F,33,Married,Other
50895,Not Fraud,F,33,Married,Other
50896,Not Fraud,F,18,Single,Other
50897,Not Fraud,M,28,Married,Other
50898,Not Fraud,M,24,Single,Student
50899,Not Fraud,M,33,Single,Professional
50900,Not Fraud,M,33,Single,Professional
50901,Not Fraud,M,43,Married,Other
50902,Not Fraud,M,43,Married,Other
50903,Not Fraud,M,25,Married,Sales
50904,Not Fraud,M,25,Married,Sales
50905,Not Fraud,F,20,Single,Student
50906,Not Fraud,M,28,Single,Sales
50907,Not Fraud,M,28,Single,Sales
50908,Not Fraud,M,26,Single,Professional
50909,Not Fraud,M,36,Married,Other
50910,Not Fraud,M,36,Unspecified,Sales
50911,Not Fraud,M,36,Unspecified,Sales
50912,Refer to Agent,M,36,Unspecified,Sales
50913,Not Fraud,F,25,Unspecified,Sales
50914,Not Fraud,F,28,Single,Student
50915,Not Fraud,M,28,Single,Other
50916,Not Fraud,M,21,Single,Sales
50917,Not Fraud,M,21,Single,Sales
50918,Refer to Agent,M,43,Married,Professional
50919,Not Fraud,M,24,Single,Student
50920,Not Fraud,M,24,Single,Student
50921,Not Fraud,F,23,Single,Other
50922,Not Fraud,M,25,Married,Professional
50923,Not Fraud,F,41,Married,Other
50924,Not Fraud,F,19,Single,Sales
50925,Not Fraud,M,35,Married,Executive
50926,Not Fraud,F,27,Single,Professional
50927,Not Fraud,M,20,Single,Professional
50928,Not Fraud,F,20,Single,Student
50929,Not Fraud,F,47,Married,Other
50930,Not Fraud,F,47,Married,Other
50931,Not Fraud,F,27,Married,Other
50932,Not Fraud,F,27,Married,Other
50933,Not Fraud,M,43,Married,Other
50934,Not Fraud,F,19,Single,Student
50935,Not Fraud,M,23,Single,Other
50936,Not Fraud,M,23,Single,Other
50937,Not Fraud,F,58,Married,Retired
50938,Not Fraud,M,26,Single,Other
50939,Fraud,M,26,Single,Other
50940,Not Fraud,M,26,Single,Other
50941,Not Fraud,F,20,Single,Student
50942,Not Fraud,F,20,Single,Student
50943,Not Fraud,F,20,Single,Student
50944,Not Fraud,F,30,Single,Professional
50945,Refer to Agent,M,44,Married,Trades
50946,Refer to Agent,M,44,Married,Trades
50947,Refer to Agent,M,44,Married,Trades
50948,Refer to Agent,M,44,Married,Trades
50949,Not Fraud,M,38,Married,Other
50950,Refer to Agent,M,56,Married,Professional
50951,Refer to Agent,M,56,Married,Professional
50952,Not Fraud,M,56,Married,Professional
50953,Not Fraud,F,21,Single,Student
50954,Not Fraud,M,20,Single,Executive
50955,Not Fraud,M,25,Single,Student
50956,Not Fraud,M,25,Single,Student
50957,Not Fraud,F,25,Single,Other
50958,Not Fraud,F,25,Single,Professional
50959,Not Fraud,F,22,Single,Student
50960,Not Fraud,F,22,Single,Student
50961,Not Fraud,F,22,Single,Student
50962,Not Fraud,F,47,Married,Executive
50963,Not Fraud,F,32,Married,Hospitality
50964,Not Fraud,F,32,Married,Hospitality
50965,Not Fraud,F,32,Married,Hospitality
50966,Not Fraud,F,46,Married,Retired
50967,Not Fraud,F,34,Single,Professional
50968,Not Fraud,M,20,Single,Trades
50969,Fraud,M,20,Single,Trades
50970,Not Fraud,F,22,Single,Hospitality
50971,Not Fraud,F,22,Single,Hospitality
50972,Not Fraud,F,46,Married,Professional
50973,Not Fraud,M,41,Married,Executive
50974,Not Fraud,M,31,Married,Other
50975,Not Fraud,F,32,Married,Other
50976,Not Fraud,F,21,Single,Professional
50977,Not Fraud,F,24,Single,Other
50978,Not Fraud,F,56,Married,Other
50979,Not Fraud,M,19,Single,Retail
50980,Not Fraud,M,19,Single,Retail
50981,Not Fraud,M,20,Single,Trades
50982,Not Fraud,M,20,Single,Trades
50983,Not Fraud,F,46,Married,Executive
50984,Not Fraud,F,60,Married,Retired
50985,Not Fraud,F,21,Single,Sales
50986,Not Fraud,F,31,Single,Professional
50987,Not Fraud,F,38,Married,Other
50988,Not Fraud,F,38,Married,Other
50989,Not Fraud,F,38,Married,Other
50990,Not Fraud,M,35,Married,Other
50991,Not Fraud,F,51,Married,Other
50992,Fraud,F,51,Married,Other
50993,Not Fraud,F,21,Single,Student
50994,Not Fraud,F,38,Married,Executive
50995,Not Fraud,M,43,Married,Other
50996,Not Fraud,F,22,Single,Other
50997,Not Fraud,M,44,Married,Trades
50998,Not Fraud,M,33,Married,Other
50999,Not Fraud,F,25,Single,Professional
51000,Not Fraud,M,41,Married,Trades
51001,Refer to Agent,M,52,Married,Professional
51002,Refer to Agent,M,52,Married,Professional
51003,Refer to Agent,M,52,Married,Professional
51004,Not Fraud,M,34,Single,Other
51005,Not Fraud,M,34,Single,Other
51006,Not Fraud,M,29,Single,Professional
51007,Not Fraud,M,29,Single,Professional
51008,Not Fraud,M,38,Single,Sales
51009,Not Fraud,F,20,Single,Other
51010,Not Fraud,F,45,Married,Executive
51011,Not Fraud,F,45,Married,Executive
51012,Not Fraud,F,23,Single,Other
51013,Not Fraud,F,51,Married,Retired
51014,Not Fraud,F,19,Single,Professional
51015,Not Fraud,F,24,Single,Other
51016,Not Fraud,F,25,Single,Other
51017,Not Fraud,M,18,Single,Student
51018,Not Fraud,F,18,Single,Other
51019,Not Fraud,M,34,Single,Other
51020,Not Fraud,M,34,Single,Other
51021,Not Fraud,F,49,Married,Other
51022,Not Fraud,M,36,Married,Professional
51023,Not Fraud,M,36,Married,Other
51024,Not Fraud,M,36,Married,Other
51025,Not Fraud,M,36,Married,Other
51026,Not Fraud,M,39,Married,Other
51027,Not Fraud,F,39,Unspecified,Hospitality
51028,Not Fraud,M,25,Single,Sales
51029,Fraud,M,23,Single,Student
51030,Not Fraud,M,23,Single,Student
51031,Not Fraud,F,43,Unspecified,Hospitality
51032,Not Fraud,F,43,Unspecified,Hospitality
51033,Not Fraud,F,28,Single,Other
51034,Fraud,F,28,Single,Other
51035,Not Fraud,F,28,Married,Retail
51036,Not Fraud,F,29,Single,Other
51037,Fraud,F,29,Single,Other
51038,Not Fraud,F,49,Married,Other
51039,Fraud,F,49,Married,Other
51040,Not Fraud,M,37,Married,Sales
51041,Not Fraud,F,35,Married,Other
51042,Not Fraud,F,35,Married,Other
51043,Not Fraud,F,28,Single,Student
51044,Refer to Agent,M,56,Unspecified,Other
51045,Refer to Agent,M,56,Unspecified,Other
51046,Not Fraud,M,21,Single,Trades
51047,Refer to Agent,M,21,Single,Trades
51048,Not Fraud,F,31,Single,Professional
51049,Not Fraud,F,28,Single,Student
51050,Not Fraud,F,25,Married,Other
51051,Not Fraud,F,36,Unspecified,Hospitality
51052,Not Fraud,F,36,Unspecified,Hospitality
51053,Not Fraud,F,36,Unspecified,Hospitality
51054,Not Fraud,F,36,Unspecified,Hospitality
51055,Fraud,F,36,Unspecified,Hospitality
51056,Not Fraud,M,28,Single,Other
51057,Not Fraud,M,28,Married,Sales
51058,Not Fraud,M,25,Single,Student
51059,Not Fraud,M,25,Single,Student
51060,Not Fraud,M,25,Single,Sales
51061,Not Fraud,F,28,Single,Other
51062,Not Fraud,M,24,Single,Trades
51063,Not Fraud,M,24,Single,Trades
51064,Not Fraud,M,24,Single,Trades
51065,Not Fraud,M,24,Single,Trades
51066,Not Fraud,M,36,Single,Sales
51067,Not Fraud,M,36,Single,Sales
51068,Not Fraud,F,40,Married,Other
51069,Not Fraud,F,40,Married,Other
51070,Not Fraud,F,40,Married,Other
51071,Not Fraud,F,40,Married,Other
51072,Not Fraud,F,22,Single,Student
51073,Not Fraud,F,22,Single,Student
51074,Not Fraud,F,22,Single,Student
51075,Not Fraud,F,22,Single,Student
51076,Not Fraud,F,22,Single,Student
51077,Not Fraud,F,28,Single,Other
51078,Not Fraud,F,28,Single,Other
51079,Not Fraud,F,28,Single,Other
51080,Not Fraud,M,41,Married,Other
51081,Not Fraud,M,41,Married,Other
51082,Not Fraud,M,21,Single,Professional
51083,Not Fraud,M,21,Single,Student
51084,Not Fraud,F,28,Single,Retail
51085,Refer to Agent,M,52,Unspecified,Other
51086,Not Fraud,F,40,Unspecified,Hospitality
51087,Not Fraud,F,40,Unspecified,Hospitality
51088,Fraud,F,40,Unspecified,Hospitality
51089,Not Fraud,F,26,Single,Retail
51090,Not Fraud,M,37,Single,Other
51091,Not Fraud,M,37,Single,Other
51092,Not Fraud,F,68,Unspecified,Hospitality
51093,Not Fraud,F,28,Married,Professional
51094,Not Fraud,F,28,Married,Professional
51095,Refer to Agent,F,35,Married,Other
51096,Refer to Agent,F,35,Married,Other
51097,Not Fraud,M,37,Married,Professional
51098,Not Fraud,F,34,Married,Executive
51099,Not Fraud,M,41,Married,Trades
51100,Not Fraud,F,25,Single,Other
51101,Not Fraud,M,22,Single,Sales
51102,Not Fraud,M,22,Single,Sales
51103,Not Fraud,F,33,Married,Other
51104,Not Fraud,F,33,Married,Other
51105,Not Fraud,F,33,Married,Other
51106,Not Fraud,F,33,Married,Other
51107,Not Fraud,F,28,Single,Professional
51108,Not Fraud,F,28,Single,Professional
51109,Not Fraud,M,33,Married,Other
51110,Not Fraud,M,33,Married,Other
51111,Not Fraud,F,37,Unspecified,Other
51112,Not Fraud,F,37,Unspecified,Other
51113,Not Fraud,F,37,Unspecified,Other
51114,Not Fraud,F,25,Single,Other
51115,Not Fraud,M,40,Married,Other
51116,Not Fraud,F,43,Married,Other
51117,Not Fraud,F,43,Married,Other
51118,Not Fraud,F,28,Single,Retail
51119,Not Fraud,M,35,Married,Other
